Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date,Shipping Cost (log),Unit Price (log)
2012-10-25,Critical,34.0,239.3,0.06,Regular Air,41.31,Ricardo Emerson,British Columbia,West,Corporate,Furniture,Office Furnishings,G.E. Halogen Desk Lamp Bulbs,Small Pack,0.37,2012-10-26,1.3428648031925547,2.0769384114617173
2012-07-07,Low,13.0,43.37,0.02,Regular Air,9.53,Darren Budd,Ontario,Ontario,Consumer,Furniture,Office Furnishings,DAX Solid Wood Frames,Medium Box,0.48,2012-07-09,0.688134638736401,1.4060969884160703
2010-11-23,Medium,32.0,124.56,0.04,Regular Air,-14.33,Neola Schneider,Nunavut,Nunavut,Home Office,Office Supplies,Rubber Bands,Advantus Map Pennant Flags and Round Head Tacks,Wrap Bag,0.53,2010-11-24,1.0986122886681096,1.599387576580599
2012-12-18,Medium,44.0,117.97,0.1,Regular Air,44.59,Joni Blumstein,Ontario,Ontario,Home Office,Office Supplies,Labels,Avery 49,Small Box,0.36,2012-12-20,0.4054651081081644,1.355835153635182
2012-12-04,High,36.0,228.01,0.06,Regular Air,-185.54,Roy Skaria,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 227,Small Box,0.37,2012-12-07,2.2752138961979136,2.012232791986386
2011-02-20,Critical,39.0,538.14,0.06,Regular Air,111.42,Giulietta Dortch,Yukon,Yukon,Consumer,Technology,Computer Peripherals,TDK 4.7GB DVD+RW,Small Pack,0.49,2011-02-22,1.095273387402595,2.739548868161581
2009-02-24,Critical,1.0,3.77,0.09,Regular Air,-1.84,Katrina Bavinger,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,Newell 343,Wrap Bag,0.58,2009-02-26,0.6729444732424258,1.3711807233098425
2011-01-10,High,22.0,59.08,0.1,Regular Air,-2.6105,Jeremy Pistek,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Avery Durable Binders,Small Box,0.36,2011-01-12,0.9122827104766162,1.355835153635182
2010-05-23,Not Specified,31.0,142.96,0.09,Regular Air,33.59,David Wiener,Nova Scotia,Atlantic,Consumer,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Wrap Bag,0.36,2010-05-25,0.924258901523332,1.7457155307266483
2012-08-08,Medium,2.0,27.83,0.09,Regular Air,-22.14,Andy Reiter,Saskachewan,Prarie,Corporate,Office Supplies,Storage & Organization,Filing/Storage Totes and Swivel Casters,Small Box,0.6,2012-08-08,2.34660197841082,2.3711778844596574
2012-08-07,Low,2.0,20.16,0.06,Regular Air,-13.32,Barry Franz,Quebec,Quebec,Corporate,Office Supplies,Paper,Xerox 213,Small Box,0.37,2012-08-11,2.1815467646169897,2.012232791986386
2011-12-04,High,44.0,1127.81,0.1,Regular Air,425.08,Joy Smith,Prince Edward Island,Atlantic,Corporate,Technology,Computer Peripherals,"Memorex 4.7GB DVD+RW, 3/Pack",Small Pack,0.4,2011-12-06,1.095273387402595,3.383712067321136
2010-04-01,Low,21.0,1049.79,0.08,Regular Air,135.79,Becky Castell,Northwest Territories,Northwest Territories,Consumer,Furniture,Office Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Small Box,0.55,2010-04-08,3.0440461338325413,3.965563772356176
2012-07-29,Low,2.0,9.25,0.01,Regular Air,-4.21,Sean Miller,Ontario,Ontario,Small Business,Office Supplies,Labels,Avery 491,Small Box,0.39,2012-08-03,0.688134638736401,1.635105659182678
2010-03-15,Not Specified,10.0,35.69,0.04,Regular Air,-31.24,Harold Dahlen,British Columbia,West,Consumer,Office Supplies,Pens & Art Supplies,Newell 351,Wrap Bag,0.56,2010-03-16,1.6486586255873816,1.4539530095937054
2011-05-30,Medium,50.0,281.81,0.07,Regular Air,42.45,Nathan Cano,British Columbia,West,Consumer,Office Supplies,Pens & Art Supplies,Newell 315,Wrap Bag,0.6,2011-05-30,0.6729444732424258,1.943048916774281
2010-10-07,High,27.0,306.02,0.08,Regular Air,-6.7,Art Foster,Ontario,Ontario,Home Office,Furniture,Office Furnishings,Eldon® 500 Class™ Desk Accessories,Wrap Bag,0.52,2010-10-08,1.9740810260220096,2.570319527636131
2009-03-28,Low,10.0,958.18,0.03,Delivery Truck,126.81,Tony Sayre,New Brunswick,Atlantic,Home Office,Technology,Office Machines,Lexmark Z54se Color Inkjet Printer,Jumbo Drum,0.36,2009-03-28,2.70805020110221,4.521462436914606
2009-01-03,Low,12.0,522.49,0.08,Regular Air,-236.43,Andy Reiter,Saskachewan,Prarie,Corporate,Technology,Computer Peripherals,"Fellowes Mobile Numeric Keypad, Graphite",Small Box,0.66,2009-01-05,2.874129451794742,3.7891771754293
2009-11-10,Low,10.0,80.92,0.09,Regular Air,-20.16,Debra Catini,Nova Scotia,Atlantic,Small Business,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Wrap Bag,0.36,2009-11-15,1.9213246735826988,2.1564025828159643
2010-12-12,High,33.0,713.7,0.02,Regular Air,176.09,Jason Gross,Manitoba,Prarie,Small Business,Office Supplies,Pens & Art Supplies,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Small Pack,0.55,2010-12-13,1.3532545070416904,3.1346242724206097
2010-11-22,High,38.0,167.41,0.05,Regular Air,-161.57,Patrick Bzostek,Ontario,Ontario,Consumer,Office Supplies,Paper,Xerox 1927,Small Box,0.4,2010-11-23,2.0438143640366846,1.66392609771817
2009-01-14,Critical,27.0,217.68,0.08,Regular Air,-168.75,Clytie Kelty,Ontario,Ontario,Small Business,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Small Box,0.58,2009-01-16,2.325324579963535,2.1713368063840917
2010-08-27,Medium,1.0,104.85,0.07,Regular Air,-98.31,Mike Pelletier,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,Eldon Cleatmat® Chair Mats for Medium Pile Carpets,Medium Box,0.72,2010-08-29,3.9740583963475986,4.034240638152395
2009-01-06,Not Specified,2.0,61.7185,0.03,Regular Air,-164.043,Craig Leslie,Saskachewan,Prarie,Consumer,Technology,Telephones and Communication,Accessory35,Small Box,0.55,2009-01-07,0.7419373447293773,3.610647605844363
2010-02-06,Not Specified,25.0,802.19,0.0,Regular Air,56.26,Carl Ludwig,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,Acco Perma® 2700 Stacking Storage Drawers,Small Box,0.7,2010-02-07,2.033397603178429,3.4255647381104497
2010-05-30,Medium,12.0,254.12,0.06,Regular Air,-64.97,Jack O'Briant,Saskachewan,Prarie,Small Business,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum",Small Box,0.65,2010-06-01,1.9444805562457188,3.08876713952118
2010-07-25,Low,9.0,46.48,0.01,Regular Air,-1.82,Michael Dominguez,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,"Binney & Smith Crayola® Metallic Colored Pencils, 8-Color Set",Wrap Bag,0.52,2010-08-01,1.0750024230289759,1.728109442151599
2011-08-25,High,2.0,29.31,0.0,Regular Air,-12.78,Anthony O'Donnell,British Columbia,West,Corporate,Office Supplies,Paper,Personal Creations™ Ink Jet Cards and Labels,Small Box,0.36,2011-08-26,1.860974538249528,2.5241273629412815
2012-03-02,Low,16.0,423.07,0.01,Regular Air,126.95,Keith Dawkins,Manitoba,Prarie,Home Office,Furniture,Office Furnishings,"Executive Impressions 13"" Chairman Wall Clock",Small Pack,0.5,2012-03-04,2.301584592660462,3.2726061472891685
2009-01-28,High,1.0,67.49,0.06,Regular Air,-22.82,Adam Hart,Yukon,Yukon,Corporate,Office Supplies,Paper,Xerox 194,Small Box,0.37,2009-01-29,2.72785282839839,4.033886593184986
2012-03-08,Low,17.0,105.85,0.1,Regular Air,-44.86,Joni Sundaresam,Ontario,Ontario,Home Office,Technology,Computer Peripherals,"Sony MFD2HD Formatted Diskettes, 10/Pack",Small Pack,0.71,2012-03-10,1.3190856114264407,2.012232791986386
2012-10-09,Critical,24.0,245.53,0.02,Regular Air,83.16,Bryan Spruell,British Columbia,West,Home Office,Office Supplies,Paper,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",Wrap Bag,0.36,2012-10-11,1.184789984909162,2.410542234499138
2010-06-28,Low,32.0,182.33,0.1,Regular Air,40.851,Carol Adams,Quebec,Quebec,Corporate,Office Supplies,Binders and Binder Accessories,Avery Hanging File Binders,Small Box,0.39,2010-06-28,0.9122827104766162,1.943048916774281
2010-05-19,High,34.0,365.77,0.07,Regular Air,155.69,Dorothy Wardle,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,Small Box,0.39,2010-05-20,0.8712933659434192,2.4570214462984645
2011-12-07,Low,41.0,782.05,0.08,Regular Air,-253.74,Erica Hackney,Ontario,Ontario,Small Business,Furniture,Office Furnishings,Luxo Economy Swing Arm Lamp,Large Box,0.57,2011-12-07,2.7644305345383176,3.041661205442391
2011-03-03,Low,8.0,441.8045,0.03,Regular Air,-201.487,Roy Phan,Alberta,West,Consumer,Technology,Telephones and Communication,5190,Small Box,0.59,2011-03-08,2.162172939277301,4.204543354520176
2009-04-21,Critical,21.0,156.31,0.06,Express Air,-9.81,Tracy Collins,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,"Master Giant Foot® Doorstop, Safety Yellow",Wrap Bag,0.42,2009-04-21,1.6094379124341003,2.150598735996164
2012-04-24,High,48.0,166.13,0.0,Regular Air,-119.16,Cynthia Voltz,Quebec,Quebec,Corporate,Office Supplies,Pens & Art Supplies,Newell 337,Wrap Bag,0.56,2012-04-26,1.6034198401085373,1.4539530095937054
2010-05-06,Low,5.0,25.34,0.1,Regular Air,-21.29,Justin Hirsh,British Columbia,West,Consumer,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Small Box,0.6,2010-05-06,2.065596134857783,1.6213664832993742
2011-08-31,High,3.0,49.59,0.07,Express Air,-8.38,Annie Cyprus,Nunavut,Nunavut,Home Office,Office Supplies,Paper,Xerox 1881,Small Box,0.38,2011-09-02,2.010894999144726,2.5862591440482876
2011-12-12,Medium,16.0,86.3,0.0,Regular Air,-68.67,Mark Hamilton,Saskachewan,Prarie,Home Office,Technology,Computer Peripherals,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Small Pack,0.66,2011-12-14,1.780024213009634,1.7732559976634952
2010-10-12,Critical,39.0,806.05,0.04,Regular Air,-63.39,Patrick Ryan,Saskachewan,Prarie,Corporate,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum",Small Box,0.65,2010-10-13,1.9444805562457188,3.08876713952118
2009-07-02,Medium,29.0,147.02,0.02,Regular Air,-77.03,Andrew Roberts,Alberta,West,Home Office,Office Supplies,Paper,Xerox 1952,Small Box,0.38,2009-07-03,1.8702625307159986,1.7884205679625405
2011-07-15,Low,8.0,84.64,0.0,Express Air,-9.29,Fred McMath,Quebec,Quebec,Small Business,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",Small Box,0.59,2011-07-22,1.7047480922384253,2.263844264677615
2009-09-06,Critical,45.0,282.98,0.06,Regular Air,-237.47,Dana Kaydos,Manitoba,Prarie,Corporate,Office Supplies,Paper,Xerox 224,Small Box,0.37,2009-09-07,2.2905125117597764,2.012232791986386
2009-12-24,Not Specified,10.0,194.65,0.05,Regular Air,-3.78,Steven Roelle,Alberta,West,Small Business,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,Small Box,0.37,2009-12-25,2.305580601973844,2.994231147427724
2010-10-23,Low,23.0,217.35,0.0,Regular Air,-67.19,Ritsa Hightower,Ontario,Ontario,Corporate,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Small Box,0.38,2010-10-30,2.2289385528257473,2.2762411176544437
2012-04-16,High,23.0,86.53,0.05,Regular Air,35.62,Clay Ludtke,Quebec,Quebec,Consumer,Office Supplies,Labels,Avery 510,Small Box,0.37,2012-04-17,0.4054651081081644,1.55814461804655
2012-08-27,High,4.0,64.09,0.02,Regular Air,3.72,Dan Campbell,Nova Scotia,Atlantic,Small Business,Office Supplies,Envelopes,Park Ridge™ Embossed Executive Business Envelopes,Small Box,0.38,2012-08-28,0.8712933659434192,2.8075938314384716
2009-01-06,Low,46.0,298.97,0.09,Regular Air,-225.86,Maribeth Schnelling,New Brunswick,Atlantic,Corporate,Office Supplies,Paper,Xerox 227,Small Box,0.37,2009-01-08,2.2752138961979136,2.012232791986386
2010-03-28,Not Specified,45.0,75.68,0.08,Regular Air,-4.04,Tracy Blumstein,Saskachewan,Prarie,Home Office,Office Supplies,Rubber Bands,Assorted Color Push Pins,Wrap Bag,0.52,2010-03-30,0.5596157879354227,1.0331844833456545
2012-10-06,High,16.0,118.38,0.04,Regular Air,-42.458,Shahid Shariari,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,"Wilson Jones Hanging View Binder, White, 1""",Small Box,0.39,2012-10-08,1.9530276168241771,2.0918640616783932
2011-08-02,Critical,23.0,104.82,0.02,Express Air,6.84,Luke Weiss,British Columbia,West,Corporate,Office Supplies,Envelopes,Colored Envelopes,Small Box,0.39,2011-08-03,1.252762968495368,1.545432582458188
2010-07-30,Not Specified,39.0,105.89,0.08,Regular Air,4.13,Eugene Moren,Saskachewan,Prarie,Home Office,Office Supplies,Pens & Art Supplies,SANFORD Liquid Accent™ Tank-Style Highlighters,Wrap Bag,0.54,2010-08-01,0.6575200029167942,1.3454723665996355
2010-11-29,High,19.0,113.2,0.1,Regular Air,24.83,Keith Dawkins,Manitoba,Prarie,Home Office,Office Supplies,Pens & Art Supplies,Zebra Zazzle Fluorescent Highlighters,Wrap Bag,0.51,2010-12-01,0.6471032420585385,1.9572739077056285
2012-08-04,Critical,4.0,30.95,0.1,Regular Air,-16.48,Jim Karlsson,Alberta,West,Small Business,Office Supplies,Paper,Xerox 1894,Small Box,0.37,2012-08-06,1.9768549529047348,2.012232791986386
2012-06-27,Low,50.0,99.08,0.01,Express Air,11.28,Roy Skaria,Manitoba,Prarie,Corporate,Office Supplies,Pens & Art Supplies,Newell 310,Wrap Bag,0.56,2012-06-29,0.5306282510621704,1.0152306797290587
2010-09-13,Critical,10.0,71.24,0.03,Regular Air,2.78,Luke Schmidt,Saskachewan,Prarie,Home Office,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Wrap Bag,0.36,2010-09-15,1.410986973710262,2.0399207835175526
2009-06-30,Not Specified,29.0,324.75,0.07,Regular Air,-36.87,Georgia Rosenberg,New Brunswick,Atlantic,Consumer,Office Supplies,Storage & Organization,X-Rack™ File for Hanging Folders,Small Box,0.59,2009-07-02,1.7967470107390942,2.5087859235779435
2012-04-14,Medium,25.0,68.54,0.1,Regular Air,22.2,Alejandro Grove,Ontario,Ontario,Consumer,Office Supplies,Labels,Avery 507,Small Box,0.39,2012-04-14,0.4054651081081644,1.355835153635182
2011-04-02,Low,16.0,38.2,0.07,Express Air,4.34,Brian Stugart,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,"Quartet Alpha® White Chalk, 12/Pack",Wrap Bag,0.38,2011-04-06,0.6931471805599453,1.1662709371419244
2012-04-17,Critical,42.0,199.58,0.05,Regular Air,46.308,Erin Mull,New Brunswick,Atlantic,Small Business,Office Supplies,Binders and Binder Accessories,Tuff Stuff™ Recycled Round Ring Binders,Small Box,0.36,2012-04-18,0.9122827104766162,1.7613002617433464
2011-11-18,Not Specified,18.0,416.39,0.06,Express Air,119.47,Benjamin Patterson,Yukon,Yukon,Corporate,Technology,Computer Peripherals,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",Small Pack,0.43,2011-11-20,1.095273387402595,3.1458749319837103
2011-05-27,Critical,49.0,891.6075,0.06,Regular Air,100.593,Larry Tron,Alberta,West,Home Office,Technology,Telephones and Communication,1726 Digital Answering Machine,Medium Box,0.58,2011-05-29,1.75958057086382,3.09058780456667
2010-04-30,Low,3.0,185.16,0.02,Regular Air,-49.34,Nora Pelletier,Manitoba,Prarie,Corporate,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Small Box,0.57,2010-05-02,1.6074359097634274,4.110545941560109
2011-12-16,Critical,50.0,600.22,0.08,Regular Air,27.86,Joy Bell,Northwest Territories,Northwest Territories,Home Office,Office Supplies,"Scissors, Rulers and Trimmers","Acme® 8"" Straight Scissors",Small Pack,0.6,2011-12-17,1.420695787837223,2.637627736805664
2011-06-09,Low,6.0,254.76,0.06,Regular Air,109.88,Michelle Lonsdale,Northwest Territories,Northwest Territories,Home Office,Furniture,Office Furnishings,Dana Halogen Swing-Arm Architect Lamp,Large Box,0.57,2011-06-13,2.7376090033437546,3.7369550773454994
2009-09-28,Medium,16.0,84.01,0.06,Regular Air,-34.12,Meg O'Connel,Ontario,Ontario,Small Business,Furniture,Office Furnishings,Magna Visual Magnetic Picture Hangers,Small Pack,0.47,2009-09-29,1.9050881545350582,1.7613002617433464
2012-12-11,Medium,10.0,135.77,0.05,Express Air,0.5299999999999976,Laurel Workman,Alberta,West,Home Office,Office Supplies,"Scissors, Rulers and Trimmers","Acme® 8"" Straight Scissors",Small Pack,0.6,2012-12-13,1.420695787837223,2.637627736805664
2009-11-12,Medium,10.0,670.03,0.01,Express Air,-326.47,Anne Pryor,Quebec,Quebec,Consumer,Office Supplies,Storage & Organization,Space Solutions Commercial Steel Shelving,Large Box,0.8,2009-11-14,3.58351893845611,4.184337600748806
2011-07-21,Critical,36.0,132.86,0.06,Regular Air,57.0,Cari Sayre,Alberta,West,Corporate,Office Supplies,Labels,Avery 501,Small Box,0.38,2011-07-23,0.4054651081081644,1.545432582458188
2009-01-08,High,16.0,64.29,0.07,Regular Air,14.42,Sandra Flanagan,Ontario,Ontario,Home Office,Office Supplies,Labels,Avery 491,Small Box,0.39,2009-01-08,0.688134638736401,1.635105659182678
2009-06-03,Low,15.0,107.86,0.09,Express Air,-85.29,Grace Kelly,Alberta,West,Consumer,Office Supplies,Paper,Xerox 1993,Small Box,0.36,2009-06-10,2.3683728335320486,2.012232791986386
2010-02-23,Medium,31.0,313.05,0.02,Express Air,81.87,Alex Grayson,Nova Scotia,Atlantic,Consumer,Technology,Computer Peripherals,"Memorex Slim 80 Minute CD-R, 10/Pack",Small Pack,0.43,2010-02-24,1.095273387402595,2.377692565480851
2009-03-08,High,11.0,851.24,0.1,Delivery Truck,-149.4573,Rose O'Brian,Ontario,Ontario,Home Office,Technology,Office Machines,Lexmark Z25 Color Inkjet Printer,Jumbo Drum,0.37,2009-03-11,3.543853682063679,4.406353326664939
2012-03-03,High,15.0,593.73,0.04,Regular Air,108.01,Ann Chong,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Xerox 1892,Small Box,0.36,2012-03-04,2.65745841498615,3.6828613817883733
2012-03-27,High,11.0,324.52,0.08,Regular Air,154.02,Karen Carlisle,British Columbia,West,Home Office,Furniture,Office Furnishings,"Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black",Small Box,0.42,2012-03-28,2.256541154492639,3.407179453339703
2009-12-14,High,35.0,424.09,0.01,Regular Air,-114.18,Valerie Takahito,Manitoba,Prarie,Consumer,Office Supplies,Pens & Art Supplies,"Hunt BOSTON® Vista® Battery-Operated Pencil Sharpener, Black",Small Pack,0.58,2009-12-15,2.191653532286764,2.5384474167160302
2011-02-17,High,12.0,464.57,0.04,Regular Air,-79.18,Dianna Vittorini,Yukon,Yukon,Corporate,Technology,Computer Peripherals,Microsoft Natural Keyboard Elite,Small Box,0.7,2011-02-19,1.6094379124341003,3.7130841428107537
2012-09-01,Not Specified,28.0,925.43,0.0,Regular Air,368.86,Roland Fjeld,Yukon,Yukon,Corporate,Technology,Computer Peripherals,"Memorex 4.7GB DVD-RAM, 3/Pack",Small Pack,0.42,2012-09-03,1.095273387402595,3.4898185733156835
2010-01-20,High,48.0,446.53,0.04,Regular Air,-261.45,Rob Dowd,British Columbia,West,Corporate,Furniture,Office Furnishings,Westinghouse Clip-On Gooseneck Lamps,Large Box,0.59,2010-01-22,2.412335956953165,2.2375130962503307
2011-05-17,High,5.0,24.16,0.08,Express Air,8.0495,Beth Paige,Nunavut,Nunavut,Consumer,Office Supplies,Binders and Binder Accessories,Staples® General Use 3-Ring Binders,Small Box,0.37,2011-05-18,0.9122827104766162,1.0577902941478545
2011-05-01,Critical,41.0,343.64,0.06,Regular Air,13.29,Meg O'Connel,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",Small Pack,0.49,2011-05-03,1.4906543764441333,2.258633205464863
2011-06-01,Medium,50.0,212.12,0.01,Regular Air,-154.62900000000002,Liz MacKendrick,New Brunswick,Atlantic,Corporate,Office Supplies,Binders and Binder Accessories,Ibico Presentation Index for Binding Systems,Small Box,0.38,2011-06-03,1.8341801851120072,1.6054298910365616
2009-05-07,High,2.0,57.73,0.06,Regular Air,-101.41,Bradley Drucker,British Columbia,West,Small Business,Technology,Computer Peripherals,Belkin MediaBoard 104- Keyboard,Small Box,0.75,2009-05-09,1.6094379124341003,3.349202086543775
2012-07-09,High,27.0,311.21,0.09,Regular Air,-14.03,Frank Carlisle,Ontario,Ontario,Small Business,Office Supplies,Paper,Xerox 1881,Small Box,0.38,2012-07-11,2.010894999144726,2.5862591440482876
2009-08-24,Medium,14.0,877.47,0.07,Regular Air,151.24,Ed Ludwig,Ontario,Ontario,Consumer,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Small Box,0.38,2009-08-26,3.0440461338325413,4.126811752359602
2011-05-04,Not Specified,10.0,170.35,0.03,Regular Air,-39.92,Janet Martin,Quebec,Quebec,Corporate,Office Supplies,Storage & Organization,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Small Box,0.59,2011-05-06,2.234306252240751,2.836736542063533
2011-08-02,Critical,6.0,157.94,0.04,Express Air,9.15,Victoria Pisteka,Yukon,Yukon,Corporate,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,Small Box,0.55,2011-08-03,1.7047480922384253,3.177220149599368
2009-02-25,High,3.0,25.48,0.06,Regular Air,-26.8,Mick Crebagga,Manitoba,Prarie,Corporate,Technology,Computer Peripherals,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Small Pack,0.52,2009-02-26,1.095273387402595,2.2332350148592526
2009-03-11,High,44.0,774.0525,0.08,Express Air,-96.338,Heather Kirkland,Northwest Territories,Northwest Territories,Home Office,Technology,Telephones and Communication,Accessory39,Small Pack,0.81,2009-03-11,1.4586150226995167,3.09058780456667
2012-09-20,Not Specified,6.0,232.21,0.0,Regular Air,-14.03,Sarah Jordon,British Columbia,West,Consumer,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Small Box,0.4,2012-09-22,2.7549337870010606,3.607940511608584
2011-04-13,Critical,19.0,71.77,0.03,Regular Air,22.71,Thomas Boland,Ontario,Ontario,Corporate,Office Supplies,Rubber Bands,Staples Bulldog Clip,Wrap Bag,0.39,2011-04-15,0.5364933705145685,1.5644405465033646
2012-03-03,Not Specified,21.0,141.2,0.05,Regular Air,-74.43950000000001,Barry Weirich,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Avery Hole Reinforcements,Small Box,0.36,2012-03-05,2.075684492802124,1.9782390361706734
2009-05-29,Low,13.0,241.706,0.0,Regular Air,-92.961,Claudia Miner,Northwest Territories,Northwest Territories,Small Business,Technology,Telephones and Communication,Accessory39,Small Pack,0.81,2009-06-05,1.4586150226995167,3.09058780456667
2011-06-10,Not Specified,44.0,601.78,0.05,Regular Air,26.44,Linda Southworth,Manitoba,Prarie,Consumer,Office Supplies,Storage & Organization,"Tenex Personal Project File with Scoop Front Design, Black",Small Box,0.59,2011-06-12,1.706564623164823,2.6727683869575705
2010-02-04,Critical,7.0,407.116,0.08,Regular Air,-289.806,Toby Swindell,Saskachewan,Prarie,Small Business,Technology,Telephones and Communication,iDEN i95,Small Box,0.59,2010-02-05,3.0440461338325413,4.204543354520176
2011-04-25,Medium,11.0,24.95,0.09,Regular Air,-5.14,Cathy Prescott,Ontario,Ontario,Corporate,Office Supplies,Rubber Bands,Advantus Push Pins,Wrap Bag,0.44,2011-04-25,0.8671004876833832,1.1568811967920856
2011-03-15,Medium,18.0,130.38,0.08,Regular Air,31.52,Saphhira Shifley,Saskachewan,Prarie,Consumer,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Wrap Bag,0.4,2011-03-16,0.9969486348916095,2.128231705849268
2012-06-29,High,32.0,347.93,0.1,Regular Air,34.29,Katherine Nockton,Quebec,Quebec,Corporate,Office Supplies,Paper,Xerox 188,Small Box,0.36,2012-07-01,1.7934247485471162,2.5128460184772416
2012-01-06,Critical,10.0,86.0,0.05,Regular Air,-66.91,Patrick Jones,New Brunswick,Atlantic,Home Office,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Small Box,0.58,2012-01-07,2.325324579963535,2.1713368063840917
2012-04-22,High,18.0,388.15,0.0,Regular Air,-44.21,Bill Donatelli,Ontario,Ontario,Small Business,Furniture,Office Furnishings,Luxo Economy Swing Arm Lamp,Large Box,0.57,2012-04-24,2.7644305345383176,3.041661205442391
2010-06-30,Low,26.0,1050.16,0.04,Regular Air,265.09,Sonia Cooley,Alberta,West,Corporate,Office Supplies,Paper,Xerox 1892,Small Box,0.36,2010-07-05,2.65745841498615,3.6828613817883733
2012-06-27,High,43.0,621.44,0.08,Regular Air,-130.96,Michael Kennedy,Ontario,Ontario,Corporate,Office Supplies,Storage & Organization,Eldon® Gobal File Keepers,Small Box,0.81,2012-06-29,1.7101878155342436,2.7813006628418027
2009-05-13,Not Specified,28.0,865.35,0.06,Regular Air,-159.25,Dorris Love,Quebec,Quebec,Corporate,Technology,Computer Peripherals,"Fellowes Internet Keyboard, Platinum",Small Box,0.74,2009-05-15,2.2669579153508947,3.4474446328274753
2012-06-25,Not Specified,4.0,57.82,0.08,Express Air,0.8499999999999979,Michael Stewart,British Columbia,West,Small Business,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Small Box,0.36,2012-06-27,1.7578579175523736,2.4832385926873033
2012-10-18,Low,18.0,33.21,0.06,Regular Air,-0.85,Erin Ashbrook,Ontario,Ontario,Consumer,Office Supplies,Rubber Bands,Assorted Color Push Pins,Wrap Bag,0.52,2012-10-22,0.5596157879354227,1.0331844833456545
2012-11-03,Not Specified,50.0,236.28,0.05,Regular Air,-34.06,Jason Klamczynski,Quebec,Quebec,Small Business,Furniture,Office Furnishings,Ultra Door Push Plate,Small Pack,0.52,2012-11-03,1.3987168811184478,1.776645831418007
2009-05-29,Medium,5.0,41.25,0.02,Regular Air,-23.25,Mitch Willingham,Saskachewan,Prarie,Corporate,Office Supplies,Paper,Xerox 216,Small Box,0.37,2009-05-31,2.187174241482718,2.012232791986386
2009-10-13,High,37.0,1138.43,0.01,Regular Air,18.59,Sean Christensen,Ontario,Ontario,Home Office,Technology,Computer Peripherals,Microsoft Multimedia Keyboard,Small Box,0.74,2009-10-15,1.6094379124341003,3.4647979630717503
2011-05-20,Medium,25.0,74.07,0.04,Regular Air,4.369,Joseph Airdo,Manitoba,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Avery Durable Binders,Small Box,0.36,2011-05-22,0.9122827104766162,1.355835153635182
